text,star_width,rating
"Обычно не пишу отзывы, когда пользуюсь какими-то услугами, но тут исключение, так как у нас был ремонт квартиры, а событие это долгожданное для меня и важное. Просматривала несколько фирм, которые предлагали это сделать, ориентировка у меня была на материалы и сроки, которые предлагают. В Еврохаусе ответили на мои вопросы и сразу предложили вызвать специалиста. Я согласилась, на следующий день он приехал, составили смету и договор заключили. Ремонт начался скоро, а заказывали ""под ключ"", сроки вполне устроили. В итоге, теперь наша 2к квартира так обновилась, что недавно снова ""новоселье"" отметили после ремонта. Спасибо Вам!",65,5.0
"обратилась к ИП Дмитрий Зон ИНН 773711847153, на первый взгляд все казалось прилично, но потом начались сюрпризы, сначала тянули с началом ремонта, потом когда я уже хотела отказаться, прислали мастера, зовут Акоп, начал делать....инструменты оказались не для резки стеновых панелей, ни одной ровной линии, каркас под них кривой, уровень был короткий и видимо сломанный, потом сломался лобзик у него, принес болгарку, но она только жгла материал, пришлось дать свой лобзик, с материалом работал небрежно, испортил кучу панелей, края потом заклеил уголками, клей где торчит, где не приклеились...на дверные проемы приглашали уже других людей, за весь срок ремонта, прораб и сам ген подрядчик Дмитрий ни разу не приехал, никому не советую таких бракоделов, одно расстройство!",26,2.0
"Никогда не обращайтесь в Русский ремонт!!! В августе 2017 г. обратилась в эту ""фирму"" за ремонтом 2-х комнат. Сметчик Геннадий не включил в смету половину операций, в результате смета бухла на глазах. Назначенная бригада первые два дня не выходила на работу. После скандала прислали Руслана.Он был один и за две недели практически ничего не сделал, причем то, что сделал пришлось после него переделывать. Стены шпаклевал будто лопатой (он бывший сварщик), пробил стяжку. Чтобы заделать дыру, пришлось скандалить в офисе. В результате через 2 недели Руслан приехал очень злой после какого-то объекта и заделал дыру в течение 15 мин. Прораб Алексей приезжал только за деньгами, не гнушался приписывать работы, которые не выполнялись. Электрик (имени не помню) так ""выполнил"" электромонтажные работы, что при заливке пола (эту работу выполняли другие мастера спустя месяц после косоруких деятелей из Русского ремонта) в квартире вырубился свет,т.к. розетка была плохо заизолирована. Этот кошмар под видом ремонта мне обошелся в 70 000 рубл, т.к. Русский ремонт за свое косячество берет как за первоклассную работу. Там есть отдел качества, в котором сидят несколько девиц ничего не понимающих в строительстве, чья работа сводится к обзвону клиентов. Если вы чем-то недовольны, вас просто отключат и никакие меры приниматься не буду. Никогда не обращайтесь в эту мерзкую контору! Вы потеряете много времени, много денег, много нервов. В результате будете иметь бесконечные косяки, на исправление которых вы потратите еще больше денег и времени. У таких наглых халтурщиков нужно отнимать лицензию, чтобы они не отравляли жизнь ни в чем не виноватым людям. Если у наглецов из Русского ремонта есть хотя бы капля совести, то им лучше разгружать вагоны. Там они меньше принесут вреда. Плюсов нет.",13,1.0
"Очень довольны ремонтом. Получили квартиру в новом доме с черновой отделкой. Компанию ""ЛМ Ремонт"" подсказали мужу на работе. Понравилось очень подробное описание работ до проекта. И дальше поняли, что не ошиблись. Мастера работают профессионально и качественно. Сроки тоже соблюдают. Если что-то не понравилось, или вопрос - без проблем переделывают. И, самое главное, - нет превышения сметы! Соседи по новостройки все удивляются и завидуют.",52,4.0
Ни в коем случае не пускайте в квартиру этого человека- испортил мне все стройматериалы и скрылся- деньги за работу были заплачены вперёд- так как человек довольно хорошо втирается в доверие! Также украл оставшуюся плитку- и кое какие инструменты!!! Убила бы!!,13,1.0
"Ни в коем случае не пускайте в дом этого вора!!! Втирается в доверие- прикидывается добросовестным, испортил мне все материалы- брала дорогую плитку в ванную, плитку на пол в кухню - испоганил всё+ получил деньги за работу! Этот человек не умеет ничего!!!! Постоянно просил денег, ссылаясь на свои проблемы и что всё доделает!!! Не верьте ни одному слову! Потом скрылся- прихватив с собой остатки стройматериалов ! Квартира в ужастном состоянии- по всей квартире бычки!!!! Ни в коем случае не доверяйте этому человеку ничего!!!!",13,1.0
"здравствуйте, наняла мастеров Форсмонтаж во время ремонта у меня пропало следующее:",26,2.0
"Грамотные специалисты,честный подход к делу(без накручивания на дополнительные работы,ибо работы и так хватает выше крыши).признают объективные ошибки(не ошибается тот кто ничего не делает) и без проблем испоавляют",65,5.0
"В итоге ремонт нам сделали за 3 недели (36 квадратных метров). И это с учетом демонтажных работ. Конечная стоимость не менялась. В процессе ремонта, когда нужно было что-то покупать, мы просили советов при выборе сантехники и прочего. Всегда получали хорошие рекомендации, очень помогли. Черновые материалы нам заказывала фирма. Платили поэтапно. Окончательную сумму отдали через 2 недели после завершения ремонта.",65,5.0
"Молодой ремонтник, опыта мало. Качество работы рабочих контролирует слабо, проект не соблюдает, в основном озабочен ""выбиванием"" денег с заказчика, хотя проблем с финансированием не было. Оставляет брак и недоделки, гарантии нет.",26,2.0
"В итоге через год, сантехнические разводки потекли, пришлось переделывать, деревянные плинтуса отошли, стыки обоев в некоторых местах стали расходиться, вылезла куча остальных недочетов, которые он по уверениям собирался прийти и переделать, переносил на более поздние сроки свой приход, потом перестал отвечать на звонки, а затем бесследно пропал. Причем, очень любит брать деньги заранее, аванс.",13,1.0
"Мастер по ремонту Инчин Николай Владимирович (номера его телефона 8-967-533-555-7, 8-921-788-014-4 ) взялся за ремонт санузла в новостройке на Шоссе в Лаврики. Сроки до начала работ оговаривались в пределах двух-трех недель. Когда к концу второго месяца работы ремонт не был окончен, пришлось выдворить его из квартиры.",13,1.0
Отличная компания по ремонту. Я очень доволен их услугами.Виктор.,52,4.0
"Здравствуйте. Оставляю благодарный отзыв для компании Дядя Федя. У них отремонтировал 2 квартиры. Первую 10 лет назад, вторую завершили как неделю. Почему они же делали и вторую квартиру ,а не кто-то другой... По первой 3х комнатной квартире у меня в течении этого времени не возникло существенных замечаний(10 лет!), хотя ремонт был не простой... сложные потолки с уровнями и подсветкой,теплые полы, утепление балконов, частичная перепланировка санузлов, переварки стояков и многие другие навороты, и моя гордость- палубный паркет по всей квартире!(очень красиво и что самое интересное это целые куски дерева которые дышут как живой организм).Паркет делалали кроме санузлов, кухни, и коридора.В общем мой ремонт, не дешевый, за десят лет меня не подвел.Не треснуло, не отклеилось, не протекло, с электрикой все в норме. И на самом деле благодаря этим специалистам из Дядя Федя (Сергей, Веденей, Елена). Поэтому когда возник вопрос о ремонте следующей квартиры опять зашел к ним на сайт. Телефон у них за это время поменялся. Но очень был рад тому , что работают те же люди, уже знакомые. Да сравнивал их цены и на других сайтах. Могу сказать что их цены в среднем уровне и меня устроили. Да и потом скупой платит дважды.Кстати получил скидку как на повторный заказ( И это через 10 лет).Так же и эту квартиру сделали. Фирма как и на предыдущей квартире меня порадовала.( Есть с кем сравнивать- знакомые тоже ремонты делали. Кстати ребята не всегда брали работу, т. к. ведут не более 2х квартир.) Помогали и подсказывали во всем. Многие дополнительные организационные вопросы решали они сами , т.к. я уезжал в каммандировки. Правда этот ремонт был проще- 2х комнатная под сдачу в Некрасовке. Но это не суть. В общем и целом хочу выразить благодарность и пожелать также относиться к своим клиентам как было и у нас. Вам Спасибо! Виктор.",65,5.0
"С уважением оставляю отзыв о компании Дядя Федя(Для Сергея, Веденея и Елены). Буду краток (профессия). Делал 2 квартиры, одну из них 3х комнатную 10 лет назад, полностью с перепланировкой и всевозможными наворотами (фото есть у них на сайте). Вторую летом этого года в Некрасовке 2х комнатную под сдачу (на последнюю получил скидку и это через 10 лет, как на повторный заказ). Очень был рад ,что работают те же люди, к которым я проникся уважением и благодарностью за их высококачественную работу. Есть с чем сравнить (мои знакомые). Последнюю квартиру также сделали без проблем и в своем высоком качестве и по техническому выполнению и по сервису. Помогают во многих вопросах(материалы, оптимизируют работы, закупки и просто человеческое отношение). Да не скрою по ценам присматривались, и у них рыночные средние цены. Но их качество и сервис , по моему мнению, стоят дороже. И в первом и во втором ремонте они закупали мне материалы- не обманывали по чекам и оплате куче сопутствующих работ. В общем честные, порядочные и интеллигентные ребята. Спасибо.",65,5.0
"Стефанович Владимир Игоревич, машинная штукатурка, договор предоставляют от фирмы ООО ""Сэд Вест"", предлагают и другие услуги по ремонту квартир в Москва и области. Машинную штукатурку делали 3 недели (вместо 3-х дней). Сухую стяжку пола (работы на 2-3 дня) обещали сделать на протяжении месяца - приняли деньги за материалы на личную карту Стефановича Владимира Игоревича и - ни пола ни денег....",13,1.0
"Ремонт квартиры выполнен в срок. Цена меня устроила, адекватная http://remont-podkljuch.ru/smeta_na_remont_kvartiry.html. Всё сделано на совесть, внутренняя отделка сделана аккуратно и скрупулезно. Работники молодцы, видно, что ребята соображающие и свое дело знают. Даже мусор весь строительный за собой вынесли. С выбором строительных материалов советовались со мной. И вообще, советовались со мной на каждом этапе ремонта.",65,5.0
"Долго выбирал компанию по ремонту, в итоге выбрал из нескольких компаний, эту и не прогадал. С самого начала понравился замерщик Михаил, выслали подробную понятную смету, все по полочкам разложили, приятно было изучать. Ремонт начали через 3 дня после заключения договора, после демонтажа завезли сами необходимый материал, я только оплатил. появлялся в своей квартире 2 раза в неделю, но убедившись, что все в порядке приезжал только на приёмку работ. Все работы сдавали по актам. сдали квартиру за 3 месяца. Рекомендую!",65,5.0
"В начале этого года купил квартиру в новостройке.Двушка 62 кв.м. Квартира под ремонт, бетонный стакан. Хотелось побыстрее сделать все, и понимал, что видимо пол год будет идти ремонт. Приятель подсказал фирму CDF Design Studio.Мне в начале не понравилось название, больно длинное. Но в этой фирме оказалось, что в моей квартире проведут полный ремонт под ключ очень высокого качества за 30 рабочих дней.Предоплата была 70% . Высокая. Но всеми закупками материалов занимается фирма.В начале все оговорили.Сроки меня заворожили и я решил рискнуть.Было дорого, но все сделали вовремя.Нареканий нет.Очень доволен остался качеством выполнения работ. Хотя остался без денег, но через 30 рабочих дней въехали в квартиру.Если нужно быстро и качественно, с интересным дизайнерским решением , то эта фирма то, что нужно.Очень благодарен работниками и бригадиру.",65,5.0
"У меня мама в возрасте и совсем недавно я решила оставить ей квартиру и отстроить себе домик загородом. Средства позволяют. Обратилась в компанию ООО Стрит, штудировала интернет, но информации никакой особо не было. В итоге нашла я один сайт где люди писали, что во Владимировке им построили дома. И все то там хорошо, есть конечно мелочи, типа розетка под раковиной, но это пустяки. ООО Стрит( она же ЦДС Петергоф), мне как раз и предложили Владимировку и сказали, что они эти все дома строили и фото показали, и как-то внушили мне доверие. Ну в общем я внесла предоплату на застройку. Прошло 3 мес (а срок у них ставился полгода), стройки никакой не ведется, на связь Ляджин Владимир их генеральный не выходит, телефон постоянно отключен, нигде в офисе его не найти. Сейчас еще нашла статейки про то что это все мошенники, не знаю, что делать, жалко денег, сумма то не маленькая!",13,1.0
"Контора нанимает черномазых ублюдков на ближайшей помойки. Никто ничего не делает. Прораб вообще забегал раз в полмесяца исключительно за бабками, при этом, не обращаяя внимание на жалобы клиента. Уроды полные, одни щели. Черномазые строители выходят на работы когда им вздумается , могут вообще не выйти.",13,1.0
"Искали фирму для косметического ремонта двушки под сдачу. Требовалось переклеить обои, заменить ламинат и сделать натяжной потолок. (санузел не трогали). Сделали все в срок (10 дней). сумма и качество работ полностью устроило. работали 2 мастера Алексей и Тамара.",65,5.0
"Добрый день! Меня зовут Борис, номер договора 431862/3 от 02 мая 2017года. Вчера закончили ремонт, у меня однушка 33 м. кв. Хочу поделится опытом, так как все контролировал сам от начала до конца. Начало я так понимаю у всех одинаково, звонок в разные компании, приезд технологов, разные просчеты, кто то скрывает работы и надеется в процессе раскрутит заказчика, кто то 40% скрывает, некоторые совсем заламывают цены в 3 раза , не знаю кто к ним обращается. В общем выбрал я За-сервис по нескольким причинам, цена меня устроило, и технолог Попов Сергей все умеренно и внятно честно объясняет, без каких-либо подводных камней, и по отзывам у них самое малое количество негативов, очень долго искал, но не нашел идеальную компанию где нет ни одного плохого отзыва, у всех пачками, а тут хоть в процентном соотношении не превышает 1-3%. Сказали что штрафников сразу увольняют и больше у них не работают такие рабочие. В назначенное время в понедельник 29 мая начали работу, приехал прораб Олег, с мастерами Зоя и Алексей. Тяжелые работы делал Алексей , малярные работы Зоя, электрик Андрей приходящий 4 дня все штробил и развел провода, и в конце ремонта на 2 дня приехал розетки покрутил, люстры повесил и на этом вроде как по нему ничего все и закончилось. Сантехник Федор, 1 день трубы распределял, и еще 1 день радиаторы переваривал. За отключение воды оплатил 2300р за 2 часа . Беловые материалы сам Алексей навесил, ванну, мойку, полотенцесушитель. СОВЕТУЮ: по поводу разводки труб, выбирать тройниковую разводку, не вижу смысла делать гребенку и переплачивать за нее 15тыс. долго писать и объяснять, но я вам настаиваю что гребенка это развод галимый на лишние бабки !!!!! Трудности были после демонтажа, все стены выравнивать по маякам было накладно, и решил выравнивать там где зависимые части , на кухне, в санузле, в коридоре. Так как после установки мебели на кривые стены могут образоваться трудности. Щели по краям, кривые полки, и т. д. И в итоге получится ремонт новый а тут щели по всему периметру. Прораб Олег меня правильно проконсультировал, где экономить а где не стоит экономить. В комнатах не стали выравнивать ,они и так боле менее ровные стены. По выносу мусора тоже сэкономил ,прораб Олег договорился с дворниками за 7,5 тыс за все про все, от начало ремонта и до конца. А так бы пришлось платить за контейнер 4500р+вынос мусора 4000р и это только 1-й вынос, а таких у вас будет как минимум 2.5 раза. Пол залили наливным полом Старателем , перепад был небольшой. После, ламинат по всей квартире. Стены покрыли белым мелом – ветонит+ после шкурили, пыли в этот момент было много, затем прогрунтовали и поклеили обои. После обоев натянули натяжной Потолок, выбирайте матовый потолок она лучше в эксплуатации. На нем пылинки не заметны и точечки, а глянец блестит как у кота Яй…..а )))))) все на нем видно любая точка. Ребята мне показали в чем разница потолков у пленки, китайская тоньше а европейские материалы толще, но дороже. Выбирать ВАМ. Я выбрал Китай и не парюсь. Тем более эти Пи.….сы санкции вели на нашу страну и почему я должен у них покупать стройматериал. Особо я не торопил, боялся за качество, Зоя каждый раз отправляла фотоотчет грунтования, шпаклевания, все доставки. Получилось очень красиво. Я очень доволен. Не считая денег, а их как всегда все мало , на мебель не хватило, буду жить без мебели. Накоплю там и куплю. Самое страшное уже позади. Желаю всем удачи!!!! Советую всем эту компанию, или мне повезло с бригадой. ))))))).",39,3.0
"Роман (89104263464) заключил со мной договор в начале августа, до него мне делал",65,5.0
Друзья всех приветствую))Вира ремонт взялась за ремонт нашей квартиры!Все сдали и сделали! Приняли по акту.Были доделки без вопросов все исправили)),65,5.0
"Вспоминаем мы его часто, только вот слова все больше ругательные. Человечек оказался гнилой – врун, вор и мастер никудышный. Деньги выпросил авансом, все время жаловался, что ему тяжело, после поклейки обоев отдыхал два дня. Все стены как были не выровнены, так и остались… Сначала жалели и сочувствовали, но после того, как перестал отвечать на звонки и письма, поняли, что дядя нас просто «кинул».",13,1.0
"Во вторник позвонил некий диспетчер Михаил, узнать о звонке мастера (никакие мастера на тот момент не звонили) и назвал таки сумму: ""от 3000 руб."" За герметизацию двух щелей это слишком много (цена вопроса 600 руб), но я решила не отказываться. Диспетчер пообещал, что проконтролирует мастера и перезвонит после, узнать о нашей с ним договоренности. Через некоторое время раздался звонок и некое существо, не здороваясь, не обращаясь по имени, не представляясь хамски выдавило из себя: ""Это мастер"". Речь прорезалась у данного работника, когда встал вопрос цены. После моих замечаний выяснилось, что вашего кадра зовут Денис. Далее ""разговаривал"" Денис также вульгарно и хамски.",13,1.0
"Отдавали в ремонт перфоратор в мастерскую Ленремонт. Сервис у них на уровне, люди работают с опытом во многих вещах разбираются, грамотные и вежливые. Оставлял инструмент на неделю, по истечению которой получил все в рабочем состоянии ещё и приятную гарантию дали на работу.",65,5.0
"Кривые полы испорченный материал, неработающие выключатели, нарушение сроков и бесконечное вымогательство денег. Селиванов Александр Евгеньевич-руководитель этой сомнительной организации, который мнит себя крутым специалистом, по сути своей - безответственный человек, далекий от ремонтного бизнеса. И просто непорядочный человек. За строителями нет контроля, надзора, а ваших пожеланий и замечаний он просто не слышит!!! Чеков и отчетов не предоставляет, но деньги всё время требует. Договор, который он заключает с заказчиком никакой силы не имеет! Ни один пункт договора НЕ СОБЛЮДЕН!!!",13,1.0
"Человек оказался нечестным и вором! После выполненных работ по установке сантехники, ему было предложено проживание в квартире, при условии что он продолжит ремонт. Прожив месяц в квартире, он формального ничего не сделала из того что было оговорено. Испортил ванну, снял защитную плёнку и проводил ремонтные работы, тем самым всю её исцарапав (ванна акриловая). Установил вместо строительного туалета новый, который предполагалось установить ПОСЛЕ всех ремонтных работ. За полтора месяца он сделал только небольшое варавнивание 2-х стен и выложил несколько рядов плитки. Всё время ссылался на свои семейные проблемы. После того как ему было сказано покинуть квартиру через 5 дней, он сделал всё возможное, чтобы ещё больше испортить квартиру. Жил в грязи, курил в квартире(вонь после того как он съехал стоял недели две) и раскидывал бычки, в строительном туалете за все время проживания плавали его испражнения, туалет стоял в квартире, и как понимаю его это не смущало. Съехал он на день раньше, и понимая,что ничего хорошего его не ждет, ключи не стал возвращать от квартиры, причём он нагло украл часть инструмента, кружки, пластиковые трубы, патроны и лампочки. Помимо этого он испачкал цементом новый кран для ванной. Благодаря его деятельности, пришлость передлывать ремонт в ванной комнате.",13,1.0
"Я впервые обращался в компанию Солид Строй и так как сотрудники фирмы уже выполнили свою работу а я смог оценить достигнутый результат, я с уверенностью могу сказать, что в этой компании работают профессионалы! Они без проблем и в оговоренные сроки смогли отремонтировать мою однокомнатную квартиру-студию. Сделали все как мне было надо и качество работ на высоте!",65,5.0
"Я тоже пострадавшая, с заявленной целью согласна, наберу координатору.",65,5.0
"Обратилась в компанию СанСаныч , что бы сделать ремонт на кухне. Вызвала менеджера , приехал , просчитал , все устроило и решила сразу же на месте подписать договор. Через 4 дня ко мне пришли мастера и начали работать. Ровно через 2 недели (как прописано в договоре) ремонт закончился. Так что хочу выразить благодарность этой компании.",65,5.0
"Метался по магазинам, глаза разбегались. Потом кто-то жене посоветовал сайт http://atik.su/, который решил эту проблему. В следующем году будем делать теще - двину туда же. Норм качество.",65,5.0
"После заключения договора он привозит в квартиру рабочих (половина из которых нелегально находится в стране), начинает раньше времени просить деньги под предлогами: рабочим на покушать, приехал друг, праздник и т.п.. Так же перестает звонить заказчику и при возникновении вопросов устраивает истерики и требует оплату за составление проекта и т.п..",13,1.0
"После покупки в черновой квартиры в новом доме, конечно же встал вопрос о ремонте. Сложно было сделать правильный выбор из огромного количества предложений. Остановился на компании Мосремгрупп и не пожалел. Все работы работы проводились по договору. Работы велись с самого начала: стяжка пола, укладка ламината, штукатурные работы, потолки, элетро-монтажные работы, устанавливали все двери, окна, потолки и т.д. Вся отделка проводилась по дизайн-проекту который разработали дизайнеры компании.",65,5.0
"К ремонту квартиры мы с женой подошли серьезно, поэтому выбор компании предоставляющей ремонтные услуги был трудным. Мы не раз сталкивались с компаниями, которые гарантировали одну работу и за не малые деньги, а в итоге все не качественно и мы отказывались от их услуг. И тут мы наткнулись на компанию Строй Легко, чему безумно рады. Мы приехали лично в их компанию и пообщались с глазу на глаз, нам ответили на все наши вопросы. Так же одним из плюсов было то, что мы оплачивали уже после того, как был закончен ремонт. Всем рекомендую!!!",65,5.0
"Очень переживали как будет проходить ремонт в нашей квартире, а точнее ремонт комнаты и кухни.Переезжать нам было некуда, поэтому понимали что грязи и неудобств не избежать. У нас работало 2 мастера, Владимиру отдельное спасибо. Все сделали максимально безболезненно, и очень качественно!!!!",65,5.0
"Хочу порекомендовать бригаду, которые нам делала трешку под ключ в ЖК Барин хаус, Barrin House. Качество на высшем уровне, все ньюансы предусмотрели. По ценам - не ломили. Видно, что бригада профессиональная. Работали с Павлом 89254360854. Рекомендую",65,5.0
"Два месяца назад заказала стяжку пола на сайте styazhkaprof.ru (стяжкапроф) Приехал парень на замер, цена хорошая, всё под ключ, на следующий день сделали стяжку. Всё очень чисто и быстро, на полу была еще звукоизоляция. Получилось 61 кв прекрасного пола :)",65,5.0
"Добрый день! Обратился в компанию ООО За-Сервис и хочу все подробно всем рассказать о ремонте. Меня зовут Борис, номер договора 431862/3 от 02 мая 2017года. Закончили ремонт, у меня однушка 33 м. кв. Хочу поделится опытом, так как все контролировал сам от начала до конца. Начало я так понимаю у всех одинаково, звонок в разные компании, приезд технологов, разные просчеты, кто то скрывает работы и надеется в процессе раскрутит заказчика, кто то 40% скрывает, некоторые совсем заламывают цены в 3 раза , не знаю кто к ним обращается. В общем выбрал я За-сервис по нескольким причинам, цена меня устроило, и технолог Попов Сергей все умеренно и внятно честно объясняет, без каких-либо подводных камней, и по отзывам у них самое малое количество негативов, очень долго искал, но не нашел идеальную компанию где нет ни одного плохого отзыва, у всех пачками, а тут хоть в процентном соотношении не превышает 1-3%. Сказали что штрафников сразу увольняют и больше у них не работают такие рабочие. В назначенное время в понедельник 29 мая начали работу, приехал прораб Олег, с мастерами Зоя и Алексей. Тяжелые работы делал Алексей , малярные работы Зоя, электрик Андрей приходящий 4 дня все штробил и развел провода, и в конце ремонта на 2 дня приехал розетки покрутил, люстры повесил и на этом вроде как по нему ничего все и закончилось. Сантехник Федор, 1 день трубы распределял, и еще 1 день радиаторы переваривал. За отключение воды оплатил 2300р за 2 часа . Беловые материалы сам Алексей навесил, ванну, мойку, полотенцесушитель. СОВЕТУЮ: по поводу разводки труб, выбирать тройниковую разводку, не вижу смысла делать гребенку и переплачивать за нее 15тыс. долго писать и объяснять, но я вам настаиваю что гребенка это развод галимый на лишние бабки ! Трудности были после демонтажа, все стены выравнивать по маякам было накладно, и решил выравнивать там где зависимые части , на кухне, в санузле, в коридоре. Так как после установки мебели на кривые стены могут образоваться трудности. Щели по краям, кривые полки, и т. д. И в итоге получится ремонт новый а тут щели по всему периметру. Прораб Олег меня правильно проконсультировал, где экономить а где не стоит экономить. В комнатах не стали выравнивать ,они и так боле менее ровные стены. По выносу мусора тоже сэкономил ,прораб Олег договорился с дворниками за 7,5 тыс за все про все, от начало ремонта и до конца. А так бы пришлось платить за контейнер 4500р+вынос мусора 4000р и это только 1-й вынос, а таких у вас будет как минимум 2.5 раза. Пол залили наливным полом Старателем , перепад был небольшой. После, ламинат по всей квартире. Стены покрыли белым мелом – ветонит+ после шкурили, пыли в этот момент было много, затем прогрунтовали и поклеили обои. После обоев натянули натяжной Потолок, выбирайте матовый потолок она лучше в эксплуатации. На нем пылинки не заметны и точечки, а глянец блестит как у кота Яи.а ) все на нем видно любая точка. Ребята мне показали в чем разница потолков у пленки, китайская тоньше а европейские материалы толще, но дороже. Выбирать ВАМ. Я выбрал Китай и не парюсь. Тем более эти ... санкции вели на нашу страну и почему я должен у них покупать стройматериал. Особо я не торопил, боялся за качество, Зоя каждый раз отправляла фотоотчет грунтования, шпаклевания, все доставки. Получилось очень красиво. Я очень доволен. Не считая денег, а их как всегда все мало , на мебель не хватило, буду жить без мебели. Накоплю там и куплю. Самое страшное уже позади. Желаю всем удачи! Советую всем эту компанию, или мне повезло с бригадой).",65,5.0
